ad_id,age,gender,percentage
149689736998534,18-24,unknown,0.000907
149689736998534,65+,female,0.004886
149689736998534,45-54,male,0.004991
149689736998534,55-64,male,0.003455
149689736998534,18-24,female,0.475856
149689736998534,18-24,male,0.144518
149689736998534,65+,unknown,5.2E-5
149689736998534,35-44,unknown,0.000122
149689736998534,25-34,male,0.073472
149689736998534,45-54,female,0.010838
149689736998534,35-44,female,0.032286
149689736998534,65+,male,0.003979
149689736998534,35-44,male,0.009529
149689736998534,55-64,female,0.004241
149689736998534,25-34,unknown,0.000436
149689736998534,45-54,unknown,5.2E-5
280284460234974,25-34,unknown,0.002334
280284460234974,55-64,female,0.029172
280284460234974,Unknown,unknown,0.001167
280284460234974,13-17,unknown,0.000583
280284460234974,55-64,unknown,0.001167
280284460234974,65+,female,0.014586
280284460234974,65+,male,0.01867
280284460234974,18-24,female,0.16161
280284460234974,35-44,female,0.035589
280284460234974,35-44,male,0.033839
280284460234974,55-64,male,0.026254
280284460234974,45-54,female,0.044341
280284460234974,18-24,male,0.395566
280284460234974,45-54,male,0.031505
280284460234974,35-44,unknown,0.000583
280284460234974,25-34,female,0.071762
280284460234974,25-34,male,0.127188
280284460234974,18-24,unknown,0.004084
280284460234974,45-54,unknown,0
280284460234974,65+,unknown,0
478494690167483,55-64,unknown,0.00077
478494690167483,18-24,male,0.026194
478494690167483,25-34,female,0.144838
478494690167483,35-44,male,0.027735
478494690167483,65+,female,0.106317
478494690167483,45-54,female,0.160247
478494690167483,55-64,male,0.045455
478494690167483,25-34,male,0.031587
478494690167483,55-64,female,0.175655
478494690167483,35-44,female,0.11094
478494690167483,18-24,female,0.082435
478494690167483,65+,male,0.047766
478494690167483,45-54,unknown,0.002311
478494690167483,45-54,male,0.03698
478494690167483,35-44,unknown,0.00077
478494690167483,18-24,unknown,0
478494690167483,25-34,unknown,0
478494690167483,65+,unknown,0
483229202814224,18-24,unknown,0.000876
483229202814224,65+,female,0.295793
483229202814224,35-44,unknown,0.000438
483229202814224,25-34,unknown,0.000438
483229202814224,35-44,male,0.016652
483229202814224,18-24,male,0.005697
483229202814224,25-34,male,0.014461
483229202814224,55-64,female,0.191937
483229202814224,25-34,female,0.048642
483229202814224,65+,unknown,0.002629
483229202814224,45-54,female,0.111744
483229202814224,35-44,female,0.06135
483229202814224,45-54,male,0.038563
483229202814224,65+,male,0.121823
483229202814224,55-64,male,0.069676
483229202814224,18-24,female,0.017967
483229202814224,45-54,unknown,0.000876
483229202814224,55-64,unknown,0.000438
483771629518322,45-54,male,0.037021
483771629518322,35-44,female,0.059669
483771629518322,35-44,unknown,0.000436
483771629518322,25-34,unknown,0.001742
483771629518322,13-17,unknown,0.000436
483771629518322,18-24,unknown,0.005662
483771629518322,65+,male,0.010017
483771629518322,65+,female,0.013066
483771629518322,55-64,female,0.036585
483771629518322,65+,unknown,0.000436
483771629518322,35-44,male,0.033101
483771629518322,25-34,female,0.140244
483771629518322,18-24,male,0.182056
483771629518322,25-34,male,0.067509
483771629518322,45-54,female,0.060105
483771629518322,18-24,female,0.335366
483771629518322,55-64,male,0.016115
483771629518322,Unknown,unknown,0.000436
483771629518322,55-64,unknown,0
483771629518322,45-54,unknown,0
786819222260001,65+,unknown,0.000351
786819222260001,35-44,unknown,0.001052
786819222260001,55-64,male,0.025237
786819222260001,45-54,female,0.086576
786819222260001,35-44,female,0.088679
786819222260001,18-24,male,0.148615
786819222260001,25-34,male,0.053277
786819222260001,65+,male,0.010866
786819222260001,18-24,unknown,0.003505
786819222260001,55-64,unknown,0.001402
786819222260001,25-34,unknown,0.002103
786819222260001,35-44,male,0.042762
786819222260001,25-34,female,0.13775
786819222260001,55-64,female,0.046267
786819222260001,45-54,male,0.038205
786819222260001,18-24,female,0.286015
786819222260001,Unknown,unknown,0.005959
786819222260001,13-17,unknown,0.001402
786819222260001,65+,female,0.019979
786819222260001,45-54,unknown,0
1039332780172267,45-54,unknown,0.001372
1039332780172267,45-54,female,0.138348
1039332780172267,55-64,unknown,0.001235
1039332780172267,35-44,unknown,0.000823
1039332780172267,25-34,unknown,0.000686
1039332780172267,65+,unknown,0.000961
1039332780172267,35-44,male,0.023744
1039332780172267,18-24,female,0.076997
1039332780172267,35-44,female,0.112407
1039332780172267,25-34,male,0.036097
1039332780172267,65+,female,0.147269
1039332780172267,45-54,male,0.037881
1039332780172267,55-64,male,0.042959
1039332780172267,65+,male,0.050096
1039332780172267,55-64,female,0.164425
1039332780172267,25-34,female,0.151661
1039332780172267,18-24,male,0.012078
1039332780172267,18-24,unknown,0.000961
1658759197648227,18-24,male,0.018446
1658759197648227,18-24,female,0.01621
1658759197648227,45-54,female,0.056456
1658759197648227,35-44,male,0.03242
1658759197648227,35-44,female,0.035774
1658759197648227,45-54,unknown,0.002236
1658759197648227,45-54,male,0.073225
1658759197648227,25-34,female,0.026831
1658759197648227,65+,female,0.224148
1658759197648227,65+,male,0.219676
1658759197648227,55-64,male,0.138625
1658759197648227,55-64,female,0.116825
1658759197648227,25-34,male,0.038569
1658759197648227,55-64,unknown,0.000559
1658759197648227,18-24,unknown,0
1658759197648227,35-44,unknown,0
1658759197648227,25-34,unknown,0
1658759197648227,65+,unknown,0
1677206362489154,25-34,unknown,0.001652
1677206362489154,65+,female,0.159372
1677206362489154,55-64,unknown,0.002064
1677206362489154,18-24,unknown,0.002064
1677206362489154,45-54,male,0.061107
1677206362489154,35-44,male,0.044178
1677206362489154,18-24,male,0.04005
1677206362489154,65+,male,0.106111
1677206362489154,45-54,female,0.09166
1677206362489154,65+,unknown,0.002477
1677206362489154,18-24,female,0.065648
1677206362489154,25-34,male,0.047481
1677206362489154,55-64,female,0.13749
1677206362489154,35-44,female,0.060694
1677206362489154,25-34,female,0.080099
1677206362489154,55-64,male,0.095376
1677206362489154,45-54,unknown,0.001239
1677206362489154,35-44,unknown,0.001239
866323677281443,25-34,unknown,0.000578
866323677281443,55-64,unknown,0.001735
866323677281443,65+,unknown,0.000578
866323677281443,35-44,unknown,0.001157
866323677281443,18-24,male,0.007519
866323677281443,35-44,female,0.096588
866323677281443,45-54,male,0.077501
866323677281443,25-34,female,0.042799
866323677281443,45-54,female,0.152689
866323677281443,35-44,male,0.05321
866323677281443,55-64,female,0.195489
866323677281443,55-64,male,0.087334
866323677281443,65+,female,0.162522
866323677281443,65+,male,0.086755
866323677281443,18-24,female,0.010411
866323677281443,25-34,male,0.023135
866323677281443,18-24,unknown,0
866323677281443,45-54,unknown,0
204592748103541,35-44,unknown,0.001077
204592748103541,25-34,unknown,0.00148
204592748103541,35-44,male,0.141848
204592748103541,18-24,male,0.114326
204592748103541,18-24,female,0.105982
204592748103541,25-34,female,0.200188
204592748103541,25-34,male,0.342171
204592748103541,35-44,female,0.092591
204592748103541,18-24,unknown,0.000336
204592748103541,55-64,female,0
204592748103541,45-54,female,0
204592748103541,65+,female,0
204592748103541,45-54,unknown,0
204592748103541,65+,unknown,0
204592748103541,55-64,unknown,0
204592748103541,55-64,male,0
204592748103541,45-54,male,0
204592748103541,65+,male,0
2545576809080575,35-44,female,0.018868
2545576809080575,25-34,male,0.277061
2545576809080575,35-44,male,0.03575
2545576809080575,18-24,female,0.232373
2545576809080575,18-24,male,0.31281
2545576809080575,25-34,female,0.121152
2545576809080575,18-24,unknown,0.000993
2545576809080575,25-34,unknown,0.000993
2545576809080575,55-64,female,0
2545576809080575,35-44,unknown,0
2545576809080575,45-54,female,0
2545576809080575,65+,female,0
2545576809080575,45-54,unknown,0
2545576809080575,65+,unknown,0
2545576809080575,55-64,unknown,0
2545576809080575,55-64,male,0
2545576809080575,45-54,male,0
2545576809080575,65+,male,0
253879796400737,25-34,female,0.134783
253879796400737,18-24,male,0.278261
253879796400737,25-34,male,0.46087
253879796400737,18-24,female,0.121739
253879796400737,25-34,unknown,0.004348
253879796400737,55-64,female,0
253879796400737,35-44,unknown,0
253879796400737,45-54,female,0
253879796400737,65+,female,0
253879796400737,35-44,male,0
253879796400737,45-54,unknown,0
253879796400737,65+,unknown,0
253879796400737,55-64,unknown,0
253879796400737,55-64,male,0
253879796400737,35-44,female,0
253879796400737,45-54,male,0
253879796400737,65+,male,0
253879796400737,18-24,unknown,0
202039105013369,55-64,male,0.036227
202039105013369,65+,male,0.030846
202039105013369,45-54,male,0.031205
202039105013369,18-24,female,0.270445
202039105013369,55-64,female,0.036944
202039105013369,18-24,male,0.213415
202039105013369,25-34,female,0.093615
202039105013369,25-34,male,0.136657
202039105013369,45-54,female,0.036227
202039105013369,35-44,female,0.041248
202039105013369,35-44,male,0.037661
202039105013369,65+,female,0.031923
202039105013369,18-24,unknown,0.001435
202039105013369,45-54,unknown,0.000717
202039105013369,35-44,unknown,0.000717
202039105013369,25-34,unknown,0.000717
202039105013369,55-64,unknown,0
202039105013369,65+,unknown,0
705078406829627,65+,male,0.008245
705078406829627,55-64,male,0.029446
705078406829627,55-64,female,0.023557
705078406829627,35-44,male,0.047114
705078406829627,55-64,unknown,0.001178
705078406829627,45-54,male,0.038869
705078406829627,18-24,male,0.147232
705078406829627,25-34,male,0.208481
705078406829627,45-54,female,0.056537
705078406829627,25-34,female,0.138987
705078406829627,18-24,female,0.242638
705078406829627,35-44,female,0.044759
705078406829627,65+,female,0.011779
705078406829627,25-34,unknown,0.001178
705078406829627,18-24,unknown,0
705078406829627,35-44,unknown,0
705078406829627,45-54,unknown,0
705078406829627,65+,unknown,0
1939268466245038,13-17,unknown,0.00041
1939268466245038,18-24,unknown,0.004505
1939268466245038,25-34,female,0.051597
1939268466245038,25-34,male,0.140868
1939268466245038,18-24,male,0.528256
1939268466245038,18-24,female,0.27068
1939268466245038,Unknown,unknown,0.002048
1939268466245038,25-34,unknown,0.001638
1939268466245038,55-64,female,0
1939268466245038,35-44,unknown,0
1939268466245038,45-54,female,0
1939268466245038,65+,female,0
1939268466245038,35-44,male,0
1939268466245038,45-54,unknown,0
1939268466245038,65+,unknown,0
1939268466245038,55-64,unknown,0
1939268466245038,55-64,male,0
1939268466245038,35-44,female,0
1939268466245038,45-54,male,0
1939268466245038,65+,male,0
2798208100444807,18-24,unknown,0.00152
2798208100444807,25-34,male,0.098073
2798208100444807,25-34,female,0.09265
2798208100444807,18-24,male,0.365956
2798208100444807,18-24,female,0.441637
2798208100444807,25-34,unknown,0.000164
2798208100444807,55-64,female,0
2798208100444807,35-44,unknown,0
2798208100444807,45-54,female,0
2798208100444807,65+,female,0
2798208100444807,35-44,male,0
2798208100444807,45-54,unknown,0
2798208100444807,65+,unknown,0
2798208100444807,55-64,unknown,0
2798208100444807,55-64,male,0
2798208100444807,35-44,female,0
2798208100444807,45-54,male,0
2798208100444807,65+,male,0
711019742908749,18-24,unknown,0.001876
711019742908749,25-34,male,0.140419
711019742908749,18-24,male,0.68834
711019742908749,18-24,female,0.147046
711019742908749,25-34,female,0.021882
711019742908749,25-34,unknown,0.000438
711019742908749,55-64,female,0
711019742908749,35-44,unknown,0
711019742908749,45-54,female,0
711019742908749,65+,female,0
711019742908749,35-44,male,0
711019742908749,45-54,unknown,0
711019742908749,65+,unknown,0
711019742908749,55-64,unknown,0
711019742908749,55-64,male,0
711019742908749,35-44,female,0
711019742908749,45-54,male,0
711019742908749,65+,male,0
4044999215560653,55-64,unknown,0.001693
4044999215560653,18-24,female,0.095937
4044999215560653,45-54,male,0.086907
4044999215560653,35-44,male,0.072235
4044999215560653,45-54,female,0.045147
4044999215560653,65+,female,0.05474
4044999215560653,55-64,female,0.058691
4044999215560653,25-34,female,0.040068
4044999215560653,35-44,female,0.02991
4044999215560653,45-54,unknown,0.001129
4044999215560653,65+,male,0.081828
4044999215560653,55-64,male,0.0807
4044999215560653,25-34,male,0.112302
4044999215560653,18-24,male,0.23307
4044999215560653,25-34,unknown,0.003386
4044999215560653,Unknown,unknown,0.000564
4044999215560653,18-24,unknown,0.001693
4044999215560653,35-44,unknown,0
4044999215560653,65+,unknown,0
538818013753806,35-44,unknown,7.1E-5
538818013753806,18-24,unknown,0.00019
538818013753806,25-34,unknown,0.000438
538818013753806,35-44,female,0.01281
538818013753806,25-34,female,0.31122
538818013753806,18-24,female,0.303399
538818013753806,25-34,male,0.199884
538818013753806,18-24,male,0.162318
538818013753806,35-44,male,0.00967
538818013753806,55-64,female,0
538818013753806,45-54,female,0
538818013753806,65+,female,0
538818013753806,45-54,unknown,0
538818013753806,65+,unknown,0
538818013753806,55-64,unknown,0
538818013753806,55-64,male,0
538818013753806,45-54,male,0
538818013753806,65+,male,0
214728177008804,35-44,male,0.013575
214728177008804,65+,female,0.013575
214728177008804,18-24,female,0.461538
214728177008804,35-44,female,0.040724
214728177008804,18-24,male,0.153846
214728177008804,25-34,female,0.262443
214728177008804,25-34,male,0.054299
214728177008804,55-64,female,0
214728177008804,35-44,unknown,0
214728177008804,45-54,female,0
214728177008804,25-34,unknown,0
214728177008804,45-54,unknown,0
214728177008804,65+,unknown,0
214728177008804,55-64,unknown,0
214728177008804,55-64,male,0
214728177008804,45-54,male,0
214728177008804,65+,male,0
214728177008804,18-24,unknown,0
2796273940627201,65+,male,0.007521
2796273940627201,55-64,male,0.006984
2796273940627201,45-54,male,0.006178
2796273940627201,35-44,male,0.010207
2796273940627201,25-34,male,0.070373
2796273940627201,45-54,female,0.021488
2796273940627201,18-24,male,0.139672
2796273940627201,18-24,female,0.465216
2796273940627201,25-34,female,0.203868
2796273940627201,35-44,female,0.037067
2796273940627201,65+,female,0.014504
2796273940627201,55-64,female,0.015847
2796273940627201,18-24,unknown,0.001074
2796273940627201,35-44,unknown,0
2796273940627201,25-34,unknown,0
2796273940627201,45-54,unknown,0
2796273940627201,65+,unknown,0
2796273940627201,55-64,unknown,0
1217795991973567,65+,male,0.000189
1217795991973567,18-24,unknown,0.000377
1217795991973567,55-64,female,0.001131
1217795991973567,45-54,male,0.001886
1217795991973567,35-44,male,0.006977
1217795991973567,25-34,unknown,0.000566
1217795991973567,65+,female,0.000566
1217795991973567,35-44,female,0.036206
1217795991973567,25-34,male,0.068263
1217795991973567,18-24,male,0.143881
1217795991973567,25-34,female,0.211955
1217795991973567,18-24,female,0.519329
1217795991973567,55-64,male,0.000943
1217795991973567,45-54,female,0.007731
1217795991973567,35-44,unknown,0
1217795991973567,55-64,unknown,0
1217795991973567,45-54,unknown,0
1217795991973567,65+,unknown,0
267935188180973,25-34,female,0.085246
267935188180973,18-24,female,0.793443
267935188180973,18-24,male,0.098361
267935188180973,25-34,male,0.022951
267935188180973,55-64,female,0
267935188180973,35-44,unknown,0
267935188180973,45-54,female,0
267935188180973,65+,female,0
267935188180973,25-34,unknown,0
267935188180973,35-44,male,0
267935188180973,45-54,unknown,0
267935188180973,65+,unknown,0
267935188180973,55-64,unknown,0
267935188180973,55-64,male,0
267935188180973,35-44,female,0
267935188180973,45-54,male,0
267935188180973,65+,male,0
267935188180973,18-24,unknown,0
1377575595930710,35-44,female,0.021277
1377575595930710,65+,female,0.003546
1377575595930710,45-54,female,0.003546
1377575595930710,45-54,male,0.003546
1377575595930710,35-44,male,0.003546
1377575595930710,55-64,female,0.007092
1377575595930710,18-24,male,0.131206
1377575595930710,25-34,female,0.205674
1377575595930710,25-34,male,0.046099
1377575595930710,18-24,female,0.574468
1377575595930710,35-44,unknown,0
1377575595930710,25-34,unknown,0
1377575595930710,45-54,unknown,0
1377575595930710,65+,unknown,0
1377575595930710,55-64,unknown,0
1377575595930710,55-64,male,0
1377575595930710,18-24,unknown,0
1377575595930710,65+,male,0
235771284907141,45-54,male,0.001881
235771284907141,65+,female,0.00094
235771284907141,55-64,male,0.001128
235771284907141,25-34,female,0.255407
235771284907141,18-24,male,0.115291
235771284907141,25-34,male,0.074478
235771284907141,18-24,female,0.480722
235771284907141,35-44,female,0.049464
235771284907141,35-44,male,0.009028
235771284907141,45-54,female,0.009404
235771284907141,55-64,female,0.000752
235771284907141,18-24,unknown,0.00094
235771284907141,65+,male,0.000564
235771284907141,35-44,unknown,0
235771284907141,25-34,unknown,0
235771284907141,45-54,unknown,0
235771284907141,65+,unknown,0
235771284907141,55-64,unknown,0
2695648054007986,55-64,female,0.000587
2695648054007986,35-44,male,0.007046
2695648054007986,35-44,female,0.046976
2695648054007986,45-54,female,0.011744
2695648054007986,18-24,male,0.142689
2695648054007986,18-24,female,0.492073
2695648054007986,25-34,male,0.064005
2695648054007986,25-34,female,0.229008
2695648054007986,45-54,male,0.00411
2695648054007986,18-24,unknown,0.001174
2695648054007986,55-64,male,0.000587
2695648054007986,35-44,unknown,0
2695648054007986,65+,female,0
2695648054007986,25-34,unknown,0
2695648054007986,45-54,unknown,0
2695648054007986,65+,unknown,0
2695648054007986,55-64,unknown,0
2695648054007986,65+,male,0
2933486683588187,45-54,male,0.001012
2933486683588187,55-64,female,0.004049
2933486683588187,45-54,female,0.007085
2933486683588187,18-24,female,0.559717
2933486683588187,25-34,female,0.196356
2933486683588187,35-44,female,0.025304
2933486683588187,18-24,male,0.149798
2933486683588187,25-34,male,0.052632
2933486683588187,18-24,unknown,0.003036
2933486683588187,35-44,male,0.001012
2933486683588187,35-44,unknown,0
2933486683588187,65+,female,0
2933486683588187,25-34,unknown,0
2933486683588187,45-54,unknown,0
2933486683588187,65+,unknown,0
2933486683588187,55-64,unknown,0
2933486683588187,55-64,male,0
2933486683588187,65+,male,0
4301660326529020,25-34,female,0.206168
4301660326529020,25-34,male,0.077736
4301660326529020,18-24,male,0.159273
4301660326529020,18-24,female,0.555978
4301660326529020,18-24,unknown,0.000845
4301660326529020,55-64,female,0
4301660326529020,35-44,unknown,0
4301660326529020,45-54,female,0
4301660326529020,65+,female,0
4301660326529020,25-34,unknown,0
4301660326529020,35-44,male,0
4301660326529020,45-54,unknown,0
4301660326529020,65+,unknown,0
4301660326529020,55-64,unknown,0
4301660326529020,55-64,male,0
4301660326529020,35-44,female,0
4301660326529020,45-54,male,0
4301660326529020,65+,male,0
716219072400160,25-34,unknown,0.001339
716219072400160,35-44,male,0.021419
716219072400160,25-34,female,0.720214
716219072400160,25-34,male,0.160643
716219072400160,35-44,female,0.096386
716219072400160,55-64,female,0
716219072400160,35-44,unknown,0
716219072400160,18-24,male,0
716219072400160,45-54,female,0
716219072400160,65+,female,0
716219072400160,18-24,female,0
716219072400160,45-54,unknown,0
716219072400160,65+,unknown,0
716219072400160,55-64,unknown,0
716219072400160,55-64,male,0
716219072400160,45-54,male,0
716219072400160,65+,male,0
716219072400160,18-24,unknown,0
245501640441041,55-64,unknown,0.000108
245501640441041,25-34,female,0.121003
245501640441041,Unknown,unknown,0.001077
245501640441041,18-24,unknown,0.000969
245501640441041,25-34,unknown,0.000754
245501640441041,55-64,male,0.035095
245501640441041,65+,female,0.035634
245501640441041,25-34,male,0.127786
245501640441041,18-24,male,0.172139
245501640441041,55-64,female,0.05232
245501640441041,13-17,unknown,0.000108
245501640441041,35-44,male,0.053181
245501640441041,45-54,male,0.05921
245501640441041,45-54,female,0.080741
245501640441041,35-44,female,0.086446
245501640441041,65+,male,0.023361
