ad_id,region,percentage
378395330263161,Drenthe,0.033465
378395330263161,Friesland,0.037402
378395330263161,Gelderland,0.102362
378395330263161,Groningen,0.057087
378395330263161,Limburg,0.062992
378395330263161,North Brabant,0.088583
378395330263161,Noord-Holland,0.206693
378395330263161,Utrecht,0.068898
378395330263161,Zeeland,0.023622
378395330263161,Zuid-Holland,0.224409
378395330263161,Overijssel,0.066929
780097659346693,Drenthe,0.185537
780097659346693,Friesland,0.042718
780097659346693,Groningen,0.771744
780097659346693,Utrecht,0
780097659346693,Gelderland,0
780097659346693,Overijssel,0
780097659346693,North Brabant,0
780097659346693,Flevoland,0
780097659346693,Limburg,0
780097659346693,Zeeland,0
780097659346693,Noord-Holland,0
780097659346693,Zuid-Holland,0
300184908133820,Drenthe,0.026409
300184908133820,Friesland,0.030235
300184908133820,Gelderland,0.085265
300184908133820,Groningen,0.033611
300184908133820,Limburg,0.070973
300184908133820,North Brabant,0.134556
300184908133820,Noord-Holland,0.185948
300184908133820,Utrecht,0.052142
300184908133820,Zeeland,0.024345
300184908133820,Zuid-Holland,0.271701
300184908133820,Overijssel,0.054393
300184908133820,Flevoland,0.030422
115538317203473,Drenthe,0.031526
115538317203473,Friesland,0.037749
115538317203473,Groningen,0.041373
115538317203473,North Brabant,0.127949
115538317203473,Utrecht,0.068249
115538317203473,Zeeland,0.024619
115538317203473,Overijssel,0.058675
115538317203473,Flevoland,0.02414
115538317203473,Gelderland,0.099774
115538317203473,Limburg,0.068043
115538317203473,Noord-Holland,0.191069
115538317203473,Zuid-Holland,0.226834
248917073617092,Drenthe,0.028665
248917073617092,Groningen,0.036362
248917073617092,Flevoland,0.033973
248917073617092,Friesland,0.034593
248917073617092,Gelderland,0.083341
248917073617092,Limburg,0.063788
248917073617092,North Brabant,0.115987
248917073617092,Noord-Holland,0.207644
248917073617092,Utrecht,0.051225
248917073617092,Zeeland,0.022118
248917073617092,Zuid-Holland,0.271786
248917073617092,Overijssel,0.050518
306826497474337,Friesland,0.050167
306826497474337,Utrecht,0.062112
306826497474337,Zeeland,0.028189
306826497474337,Drenthe,0.0344
306826497474337,Groningen,0.046823
306826497474337,Limburg,0.072145
306826497474337,North Brabant,0.13139
306826497474337,Noord-Holland,0.160057
306826497474337,Flevoland,0.029145
306826497474337,Gelderland,0.113712
306826497474337,Zuid-Holland,0.204491
306826497474337,Overijssel,0.067367
348735506562218,Drenthe,0.019318
348735506562218,Friesland,0.025406
348735506562218,Gelderland,0.074026
348735506562218,Groningen,0.027841
348735506562218,Limburg,0.070049
348735506562218,North Brabant,0.129627
348735506562218,Noord-Holland,0.190828
348735506562218,Utrecht,0.044075
348735506562218,Zeeland,0.022484
348735506562218,Zuid-Holland,0.324919
348735506562218,Overijssel,0.042532
348735506562218,Flevoland,0.028896
1865817646933817,Drenthe,0.021818
1865817646933817,Friesland,0.026973
1865817646933817,Gelderland,0.083235
1865817646933817,Groningen,0.026898
1865817646933817,Limburg,0.066088
1865817646933817,North Brabant,0.132269
1865817646933817,Noord-Holland,0.186999
1865817646933817,Utrecht,0.042738
1865817646933817,Zeeland,0.02221
1865817646933817,Zuid-Holland,0.315625
1865817646933817,Overijssel,0.044289
1865817646933817,Flevoland,0.030858
3740557662648493,Drenthe,0.024286
3740557662648493,Friesland,0.03005
3740557662648493,Gelderland,0.081074
3740557662648493,Groningen,0.029314
3740557662648493,Limburg,0.071139
3740557662648493,North Brabant,0.135288
3740557662648493,Noord-Holland,0.17883
3740557662648493,Utrecht,0.047712
3740557662648493,Zeeland,0.023304
3740557662648493,Zuid-Holland,0.30038
3740557662648493,Overijssel,0.047958
3740557662648493,Flevoland,0.030664
819312845596910,Drenthe,0.026188
819312845596910,Friesland,0.031425
819312845596910,Gelderland,0.095773
819312845596910,Groningen,0.053872
819312845596910,Limburg,0.063599
819312845596910,North Brabant,0.115226
819312845596910,Noord-Holland,0.202768
819312845596910,Utrecht,0.075571
819312845596910,Zeeland,0.024691
819312845596910,Zuid-Holland,0.227086
819312845596910,Overijssel,0.05462
819312845596910,Flevoland,0.029181
1648921825291340,Drenthe,0.030847
1648921825291340,Friesland,0.045512
1648921825291340,Gelderland,0.103161
1648921825291340,Groningen,0.041972
1648921825291340,Limburg,0.061947
1648921825291340,North Brabant,0.12263
1648921825291340,Noord-Holland,0.193173
1648921825291340,Utrecht,0.086726
1648921825291340,Zeeland,0.018205
1648921825291340,Zuid-Holland,0.216182
1648921825291340,Overijssel,0.055879
1648921825291340,Flevoland,0.023767
133187648711357,Drenthe,0.043763
133187648711357,Friesland,0.041247
133187648711357,Gelderland,0.109406
133187648711357,Groningen,0.044517
133187648711357,Limburg,0.075956
133187648711357,North Brabant,0.120976
133187648711357,Noord-Holland,0.177062
133187648711357,Utrecht,0.065141
133187648711357,Zeeland,0.02666
133187648711357,Zuid-Holland,0.195171
133187648711357,Overijssel,0.066398
133187648711357,Flevoland,0.033702
788596738414590,Drenthe,0.039604
788596738414590,Friesland,0.039604
788596738414590,Gelderland,0.115512
788596738414590,Groningen,0.066007
788596738414590,Limburg,0.052805
788596738414590,North Brabant,0.135314
788596738414590,Noord-Holland,0.174917
788596738414590,Utrecht,0.072607
788596738414590,Zeeland,0.039604
788596738414590,Zuid-Holland,0.221122
788596738414590,Overijssel,0.033003
788596738414590,Flevoland,0.009901
186888953236855,Drenthe,0.026119
186888953236855,Friesland,0.018657
186888953236855,Gelderland,0.100746
186888953236855,Groningen,0.032649
186888953236855,Limburg,0.065299
186888953236855,North Brabant,0.134328
186888953236855,Noord-Holland,0.166978
186888953236855,Utrecht,0.041045
186888953236855,Zuid-Holland,0.310634
186888953236855,Overijssel,0.044776
186888953236855,Flevoland,0.034515
186888953236855,Zeeland,0.024254
654675481945317,Drenthe,0.037129
654675481945317,Friesland,0.034653
654675481945317,Gelderland,0.138614
654675481945317,Groningen,0.044554
654675481945317,Limburg,0.049505
654675481945317,North Brabant,0.091584
654675481945317,Noord-Holland,0.222772
654675481945317,Utrecht,0.094059
654675481945317,Zeeland,0.032178
654675481945317,Zuid-Holland,0.175743
654675481945317,Overijssel,0.049505
654675481945317,Flevoland,0.029703
189439179280687,Drenthe,0.026985
189439179280687,Friesland,0.030958
189439179280687,Gelderland,0.086996
189439179280687,Groningen,0.026985
189439179280687,Limburg,0.070772
189439179280687,North Brabant,0.127225
189439179280687,Noord-Holland,0.1802
189439179280687,Utrecht,0.046602
189439179280687,Zeeland,0.020694
189439179280687,Zuid-Holland,0.300306
189439179280687,Overijssel,0.049582
189439179280687,Flevoland,0.032696
190557115809200,Drenthe,0.023518
190557115809200,Friesland,0.0298
190557115809200,Gelderland,0.082635
190557115809200,Groningen,0.030122
190557115809200,Limburg,0.068943
190557115809200,North Brabant,0.136437
190557115809200,Noord-Holland,0.190399
190557115809200,Utrecht,0.060728
190557115809200,Zeeland,0.018524
190557115809200,Zuid-Holland,0.288499
190557115809200,Overijssel,0.048164
190557115809200,Flevoland,0.022229
1121491418673479,Drenthe,0.036418
1121491418673479,Friesland,0.044749
1121491418673479,Gelderland,0.108663
1121491418673479,Groningen,0.035735
1121491418673479,Limburg,0.088587
1121491418673479,North Brabant,0.157054
1121491418673479,Noord-Holland,0.143078
1121491418673479,Utrecht,0.048527
1121491418673479,Zeeland,0.024491
1121491418673479,Zuid-Holland,0.203032
1121491418673479,Overijssel,0.07534
1121491418673479,Flevoland,0.034324
448212969532383,Drenthe,0.055172
448212969532383,Friesland,0.033103
448212969532383,Gelderland,0.132414
448212969532383,Groningen,0.070345
448212969532383,Limburg,0.082759
448212969532383,North Brabant,0.197241
448212969532383,Noord-Holland,0.082759
448212969532383,Utrecht,0.051034
448212969532383,Zeeland,0.023448
448212969532383,Zuid-Holland,0.144828
448212969532383,Overijssel,0.092414
448212969532383,Flevoland,0.034483
2490880981219559,Drenthe,0.053147
2490880981219559,Friesland,0.062771
2490880981219559,Gelderland,0.117307
2490880981219559,Groningen,0.055178
2490880981219559,Limburg,0.080094
2490880981219559,North Brabant,0.112175
2490880981219559,Noord-Holland,0.139443
2490880981219559,Utrecht,0.056622
2490880981219559,Zeeland,0.023205
2490880981219559,Zuid-Holland,0.202053
2490880981219559,Overijssel,0.072609
2490880981219559,Flevoland,0.025397
712176293044225,Drenthe,0.056158
712176293044225,Friesland,0.05552
712176293044225,Gelderland,0.108488
712176293044225,Groningen,0.058711
712176293044225,Limburg,0.081047
712176293044225,North Brabant,0.134014
712176293044225,Noord-Holland,0.115507
712176293044225,Utrecht,0.067645
712176293044225,Zeeland,0.022336
712176293044225,Zuid-Holland,0.186343
712176293044225,Overijssel,0.085514
712176293044225,Flevoland,0.028717
522636045372990,Drenthe,0.062925
522636045372990,Friesland,0.076871
522636045372990,Gelderland,0.120408
522636045372990,Groningen,0.073469
522636045372990,Limburg,0.052721
522636045372990,North Brabant,0.101701
522636045372990,Noord-Holland,0.137075
522636045372990,Utrecht,0.063605
522636045372990,Zeeland,0.029252
522636045372990,Zuid-Holland,0.160204
522636045372990,Overijssel,0.090816
522636045372990,Flevoland,0.030952
1099963770442755,Drenthe,0.058817
1099963770442755,Friesland,0.065008
1099963770442755,Gelderland,0.142607
1099963770442755,Groningen,0.051367
